Boron	ms	Boron
Boron	my	ဘိုရွန်
Boron	nl	Boor (element)
Boron	ne	बोरोन
Boron	no	Bor (grunnstoff)
Boron	nn	Grunnstoffet bor
Boron	oc	Bòr
Boron	uz	Bor (unsur)
Boron	pa	ਬੋਰਾਨ
Boron	pl	Bor
Boron	pt	Boro
Boron	ro	Bor (element)
Boron	qu	Boru
Boron	ru	Бор (элемент)
Boron	sa	बोरान
Boron	sq	Bori
Boron	si	බෝරෝන්
Boron	sk	Bór
Boron	sl	Bor (element)
Boron	sr	Бор (хемијски елемент)
Boron	sh	Bor (element)
Boron	fi	Boori
Boron	sv	Bor
Boron	tl	Boron
Boron	ta	போரான்
Boron	te	బోరాన్
Boron	th	โบรอน
Boron	tg	Бор
Boron	tr	Bor
Boron	uk	Бор
Boron	ug	بور
Boron	vi	Bo
Boron	yi	באר (עלעמענט)
Boron	yo	Boron
Boron	zh	硼
Carbon	af	Koolstof
Carbon	am	ካርቦን
Carbon	ar	كربون
Carbon	an	Carbonio
Carbon	az	Karbon
Carbon	bn	কার্বন
Carbon	be	Вуглярод
Carbon	bg	Въглерод
Carbon	bs	Karbon
Carbon	br	Karbon
Carbon	ca	Carboni
Carbon	cv	Кăмрăк
Carbon	cs	Uhlík
Carbon	co	Carboniu
Carbon	cy	Carbon
Carbon	da	Carbon
Carbon	de	Kohlenstoff
Carbon	nv	Káábin
Carbon	et	Süsinik
Carbon	el	Άνθρακας
Carbon	en	Carbon
Carbon	es	Carbono
Carbon	eo	Karbono
Carbon	eu	Karbono
Carbon	fa	کربن
Carbon	fr	Carbone
Carbon	fy	Koalstof
Carbon	ga	Carbón
Carbon	gv	Carboan
Carbon	gd	Gualan
Carbon	gl	Carbono
Carbon	gu	કાર્બન
Carbon	ko	탄소
Carbon	hy	Ածխածին
Carbon	hi	कार्बन
Carbon	hr	Ugljik
Carbon	io	Karbo
Carbon	id	Karbon
Carbon	ia	Carbon
Carbon	os	Æвзалыгуыр
Carbon	is	Kolefni
Carbon	it	Carbonio
Carbon	he	פחמן
Carbon	jv	Karbon
Carbon	kn	ಇಂಗಾಲ
Carbon	ka	ნახშირბადი
Carbon	kk	Көміртегі
Carbon	sw	Kaboni
Carbon	kv	Шомчужысь
Carbon	ht	Kabòn
Carbon	ku	Karbon
Carbon	la	Carbonium
Carbon	lv	Ogleklis
Carbon	lb	Kuelestoff
Carbon	lt	Anglis
Carbon	li	Koolstof
Carbon	ln	Kaboni
Carbon	hu	Szén
Carbon	mk	Јаглерод
Carbon	mg	Karbônina
Carbon	ml	കാർബൺ
Carbon	mt	Karbonju
Carbon	mi	Waro
Carbon	mr	कार्बन
Carbon	ms	Karbon
Carbon	mn	Нүүрстөрөгч
Carbon	my	ကာဗွန်
Carbon	nl	Koolstof
Carbon	ne	कार्बन
Carbon	no	Karbon
Carbon	nn	Karbon
Carbon	oc	Carbòni
Carbon	uz	Uglerod
Carbon	pa	ਕਾਰਬਨ
Carbon	pl	Węgiel (pierwiastek)
Carbon	pt	Carbono
Carbon	ro	Carbon
Carbon	qu	K'illimsayaq
Carbon	ru	Углерод
Carbon	sq	Karboni
Carbon	si	කාබන්
Carbon	sk	Uhlík
Carbon	sl	Ogljik
Carbon	sr	Угљеник
Carbon	sh	Ugljenik
Carbon	su	Karbon
Carbon	fi	Hiili
Carbon	sv	Kol
Carbon	tl	Karbon
Carbon	ta	கரிமம்
Carbon	tt	Күмер (химик элемент)
Carbon	te	కార్బన్
Carbon	th	คาร์บอน
Carbon	tg	Карбон
Carbon	tr	Karbon
Carbon	uk	Вуглець
Carbon	ur	فحم
Carbon	ug	كاربون
Carbon	vi	Cacbon
Carbon	wa	Carbone
Carbon	yi	קוילנשטאף
Carbon	yo	Carbon
Carbon	zh	碳
Nitrogen	af	Stikstof
Nitrogen	ar	نيتروجين
Nitrogen	an	Nitrochén
Nitrogen	az	Azot
Nitrogen	bn	নাইট্রোজেন
Nitrogen	be	Азот
Nitrogen	bg	Азот
Nitrogen	bs	Dušik
Nitrogen	br	Nitrogen
Nitrogen	ca	Nitrogen
Nitrogen	cv	Азот
Nitrogen	cs	Dusík
Nitrogen	co	Azotu
Nitrogen	cy	Nitrogen
Nitrogen	da	Kvælstof
Nitrogen	de	Stickstoff
Nitrogen	et	Lämmastik
Nitrogen	el	Άζωτο
Nitrogen	en	Nitrogen
Nitrogen	es	Nitrógeno
Nitrogen	eo	Azoto
Nitrogen	eu	Nitrogeno
Nitrogen	fa	نیتروژن
Nitrogen	fr	Azote
Nitrogen	fy	Stikstof
Nitrogen	ga	Nítrigin
Nitrogen	gv	Neetragien
Nitrogen	gd	Naitridean
Nitrogen	gl	Nitróxeno
Nitrogen	gu	નાઇટ્રોજન
Nitrogen	ko	질소
Nitrogen	hy	Ազոտ
Nitrogen	hi	नाइट्रोजन
Nitrogen	hr	Dušik
Nitrogen	io	Nitro
Nitrogen	id	Nitrogen
Nitrogen	ia	Nitrogeno
Nitrogen	is	Köfnunarefni
Nitrogen	it	Azoto
Nitrogen	he	חנקן
Nitrogen	jv	Nitrogen
Nitrogen	kn	ಸಾರಜನಕ
Nitrogen	ka	აზოტი
Nitrogen	kk	Азот
Nitrogen	sw	Nitrojeni
Nitrogen	kv	Азот
Nitrogen	ht	Azòt
Nitrogen	ku	Nîtrojen
Nitrogen	la	Nitrogenium
Nitrogen	lv	Slāpeklis
Nitrogen	lb	Stéckstoff
Nitrogen	lt	Azotas
Nitrogen	li	Stikstof
Nitrogen	ln	Azoti
Nitrogen	hu	Nitrogén
Nitrogen	mk	Азот
Nitrogen	ml	നൈട്രജൻ
Nitrogen	mt	Ażotu
Nitrogen	mi	Hauota
Nitrogen	mr	नत्रवायू
Nitrogen	ms	Nitrogen
Nitrogen	mn	Азот
Nitrogen	nl	Stikstof (element)
Nitrogen	ne	नाइट्रोजन
Nitrogen	no	Nitrogen
Nitrogen	nn	Nitrogen
Nitrogen	oc	Azòt
Nitrogen	uz	Azot
Nitrogen	pa	ਨਾਈਟ੍ਰੋਜਨ
Nitrogen	pl	Azot
Nitrogen	pt	Azoto
Nitrogen	ro	Azot
Nitrogen	qu	Qullpachaq
Nitrogen	ru	Азот
Nitrogen	sq	Azoti
Nitrogen	sk	Dusík
Nitrogen	sl	Dušik
Nitrogen	sr	Азот
Nitrogen	sh	Dušik
Nitrogen	fi	Typpi
Nitrogen	sv	Kväve
Nitrogen	tl	Nitroheno
Nitrogen	ta	நைட்ரசன்
Nitrogen	tt	Азот
Nitrogen	te	నత్రజని
Nitrogen	th	ไนโตรเจน
Nitrogen	tg	Азот
Nitrogen	tr	Azot
Nitrogen	uk	Азот
Nitrogen	ur	نطرساز
Nitrogen	ug	ئازوت
Nitrogen	vi	Nitơ
Nitrogen	yi	אזאט
Nitrogen	yo	Nítrójínì
Nitrogen	zh	氮
Oxygen	af	Suurstof
Oxygen	am	ኦክሲጅን
Oxygen	ar	أكسجين
Oxygen	an	Oxichén
Oxygen	as	অক্সিজেন
Oxygen	az	Oksigen
Oxygen	bn	অক্সিজেন
Oxygen	ba	Кислород
Oxygen	be	Кісларод
Oxygen	bg	Кислород
Oxygen	bo	གསོ་རླུང་།
Oxygen	bs	Kiseonik
Oxygen	br	Oksigen
Oxygen	ca	Oxigen
Oxygen	cv	Йӳçлĕк
Oxygen	cs	Kyslík
Oxygen	co	Ossigenu
Oxygen	cy	Ocsigen
Oxygen	da	Ilt
Oxygen	de	Sauerstoff
Oxygen	nv	Níłchʼi Yáʼátʼéehii
Oxygen	et	Hapnik
Oxygen	el	Οξυγόνο
Oxygen	en	Oxygen
Oxygen	es	Oxígeno
Oxygen	eo	Oksigeno
Oxygen	eu	Oxigeno
Oxygen	fa	اکسیژن
Oxygen	fr	Oxygène
Oxygen	fy	Soerstof
Oxygen	ga	Ocsaigin
Oxygen	gv	Ocsygien
Oxygen	gd	Àile-beatha
Oxygen	gl	Osíxeno (elemento)
Oxygen	gu	ઑક્સીજન
Oxygen	ko	산소
Oxygen	hy	Թթվածին
Oxygen	hi	ऑक्सीजन
Oxygen	hr	Kisik
Oxygen	io	Oxo
Oxygen	id	Oksigen
Oxygen	ia	Oxygeno
Oxygen	os	Туаггуыр
Oxygen	is	Súrefni
Oxygen	it	Ossigeno
Oxygen	he	חמצן
Oxygen	jv	Oksigèn
Oxygen	kn	ಆಮ್ಲಜನಕ
Oxygen	ka	ჟანგბადი
Oxygen	kk	Оттегі
Oxygen	sw	Oksijeni
Oxygen	kv	Шомвачужысь
Oxygen	ht	Oksijèn
Oxygen	ku	Oksîjen
Oxygen	la	Oxygenium
Oxygen	lv	Skābeklis
Oxygen	lb	Sauerstoff
Oxygen	lt	Deguonis
Oxygen	li	Zuurstof
Oxygen	ln	Oksijɛ́ní
Oxygen	hu	Oxigén
Oxygen	mk	Кислород
Oxygen	mg	Ôksizenina
Oxygen	ml	ഓക്സിജന്‍
Oxygen	mt	Ossiġenu
Oxygen	mi	Hāora
Oxygen	mr	प्राणवायू
Oxygen	ms	Oksigen
Oxygen	mn	Хүчилтөрөгч
Oxygen	my	အောက်စီဂျင်
Oxygen	nl	Zuurstof (element)
Oxygen	ne	अक्सिजन
Oxygen	no	Oksygen
Oxygen	nn	Oksygen
Oxygen	oc	Oxigèn
Oxygen	om	Oxygen
Oxygen	uz	Kislorod
Oxygen	pa	ਆਕਸੀਜਨ
Oxygen	ps	آکسيجن
Oxygen	pl	Tlen
Oxygen	pt	Oxigénio
Oxygen	ro	Oxigen
Oxygen	qu	Muksichaq
Oxygen	ru	Кислород
Oxygen	sq	Oksigjeni
Oxygen	si	ඔක්සිජන්
Oxygen	sk	Kyslík
Oxygen	sl	Kisik
Oxygen	so	Oxygen
Oxygen	sr	Кисеоник
Oxygen	sh	Kiseonik
Oxygen	su	Oksigén
Oxygen	fi	Happi
Oxygen	sv	Syre
Oxygen	tl	Oksiheno
Oxygen	ta	ஆக்சிசன்
Oxygen	tt	Кислород
Oxygen	te	ఆక్సిజన్
Oxygen	th	ออกซิเจน
Oxygen	tg	Оксиген
Oxygen	tr	Oksijen
Oxygen	uk	Оксиген
Oxygen	ur	آکسیجن
Oxygen	ug	ئوكسىگېن
Oxygen	vi	Ôxy
Oxygen	yi	זויערשטאף
Oxygen	yo	Ọ́ksíjìn
Oxygen	zh	氧
Fluorine	af	Fluoor
Fluorine	ar	فلور
Fluorine	an	Fluor
Fluorine	az	Flüor
Fluorine	bn	ফ্লুরিন
Fluorine	be	Фтор
Fluorine	bg	Флуор
Fluorine	bs	Fluor
Fluorine	br	Fluor
Fluorine	ca	Fluor
Fluorine	cv	Фтор
Fluorine	cs	Fluor
Fluorine	co	Fluoru
Fluorine	cy	Fflworin
Fluorine	da	Fluor
Fluorine	de	Fluor
Fluorine	et	Fluor
Fluorine	el	Φθόριο
Fluorine	en	Fluorine
Fluorine	es	Flúor
Fluorine	eo	Fluoro
Fluorine	eu	Fluor
Fluorine	fa	فلوئور
Fluorine	fr	Fluor
Fluorine	fy	Fluor
Fluorine	ga	Fluairín
Fluorine	gv	Fluoreen
Fluorine	gl	Flúor
Fluorine	ko	플루오린
Fluorine	hy	Ֆտոր
Fluorine	hi	फ्लोरीन
Fluorine	hr	Fluor
Fluorine	io	Fluoro
Fluorine	id	Fluor
Fluorine	ia	Fluor
Fluorine	is	Flúor
Fluorine	it	Fluoro
Fluorine	he	פלואור
Fluorine	kn	ಫ್ಲೂರೀನ್
Fluorine	ka	ფტორი
Fluorine	kk	Фтор
Fluorine	sw	Florini
Fluorine	kv	Фтор
Fluorine	ht	Fliyò
Fluorine	ku	Fluor
Fluorine	la	Fluorum
Fluorine	lv	Fluors
Fluorine	lb	Fluor
Fluorine	lt	Fluoras
Fluorine	ln	Folina
Fluorine	hu	Fluor
Fluorine	mk	Флуор
Fluorine	ml	ഫ്ലൂറിൻ
Fluorine	mi	Hau kōwhai
Fluorine	mr	फ्लोरिन
Fluorine	ms	Fluorin
Fluorine	mn	Фтор
Fluorine	my	ဖလိုရင်း
Fluorine	nl	Fluor (element)
Fluorine	ne	फ्लोरीन
Fluorine	no	Fluor
Fluorine	nn	Fluor
Fluorine	oc	Fluor
Fluorine	uz	Ftor
Fluorine	pa	ਫਲੋਰੀਨ
Fluorine	pl	Fluor
Fluorine	pt	Flúor
Fluorine	ro	Fluor
Fluorine	qu	Flur
Fluorine	ru	Фтор
Fluorine	sq	Fluori
Fluorine	si	ෆ්ලූවොරින්
Fluorine	sk	Fluór
Fluorine	sl	Fluor
Fluorine	sr	Флуор
Fluorine	sh	Fluor
Fluorine	fi	Fluori
Fluorine	sv	Fluor
Fluorine	tl	Plurina
Fluorine	ta	புளோரின்
Fluorine	tt	Фтор
Fluorine	te	ఫ్లోరిన్
Fluorine	th	ฟลูออรีน
Fluorine	tg	Фтор
Fluorine	tr	Flor
Fluorine	uk	Фтор
Fluorine	ug	فىتور
Fluorine	vi	Flo
Fluorine	yi	פלואר
Fluorine	yo	Fluorínì
Fluorine	zh	氟
Neon	af	Neon
Neon	ar	نيون
Neon	an	Neón
Neon	az	Neon
Neon	bn	নিয়ন
Neon	be	Неон
Neon	bg	Неон
Neon	bs	Neon
Neon	br	Neon
Neon	ca	Neó
Neon	cv	Неон
Neon	cs	Neon
Neon	co	Neone
Neon	cy	Neon
Neon	da	Neon
Neon	de	Neon
Neon	nv	Níłchʼi Łitsxooí
Neon	et	Neoon
Neon	el	Νέον
Neon	en	Neon
Neon	es	Neón
Neon	eo	Neono
Neon	eu	Neon
Neon	fa	نئون
Neon	fr	Néon
Neon	fy	Neon
Neon	ga	Neon
Neon	gv	Neoin
Neon	gl	Neon
Neon	ko	네온
Neon	hy	Նեոն
Neon	hi	नियोन
Neon	hr	Neon
Neon	io	Neono
Neon	id	Neon
Neon	ia	Neon
Neon	is	Neon
Neon	it	Neon
Neon	he	נאון
Neon	jv	Neon
Neon	kn	ನಿಯಾನ್
Neon	ka	ნეონი
Neon	kk	Неон
Neon	sw	Neoni
Neon	kv	Неон
Neon	ht	Neyon
Neon	ku	Neon
Neon	la	Neon
Neon	lv	Neons
Neon	lb	Neon
Neon	lt	Neonas
Neon	ln	Neoni
Neon	hu	Neon
Neon	mk	Неон
Neon	ml	നിയോൺ
Neon	mi	Haukura
Neon	mr	नियॉन
Neon	ms	Neon
Neon	nl	Neon (element)
Neon	ne	नियोन
Neon	no	Neon
Neon	nn	Neon
Neon	oc	Neon (element quimic)
Neon	uz	Neon
Neon	pl	Neon (pierwiastek)
Neon	pt	Néon
Neon	ro	Neon
Neon	qu	Niyun
Neon	ru	Неон
Neon	sq	Neoni
Neon	si	නියෝන්
Neon	sk	Neón
Neon	sl	Neon
Neon	cu	Нєонъ
Neon	sr	Неон
Neon	sh	Neon
Neon	fi	Neon
Neon	sv	Neon
Neon	tl	Neon
Neon	ta	நியான்
Neon	te	నియాన్
Neon	th	นีออน
Neon	tg	Неон
Neon	tr	Neon
Neon	uk	Неон
Neon	ur	نیون
Neon	ug	نىئون گازى
Neon	vi	Neon
Neon	yi	נעאן
Neon	yo	Neon
Neon	zh	氖
Sodium	af	Natrium
Sodium	ar	صوديوم
Sodium	an	Sodio
